,index,smiles,length,inchikey,name,groups,withdrawn_class,source
2798,2798,CC1(C)CCC2CC(CC1N2C)OC(=O)C(c3cccs3)(c4cccs4)O.Cl,61,AMHPTVWBZSYFSS-UHFFFAOYSA-N,mazaticol hydrochloride,Possibly Marketed Outside US,0,['NCATS']
2799,2799,CN1CC[C@@]23[C@@]4([H])CCC(=O)[C@]2([H])Oc5c(ccc(C[C@]41[H])c53)OC,61,LLPOLZWFYMWNKH-CMKMFDCUSA-N,hydrocodone,US Approved Rx,0,['NCATS']
2800,2800,c1cc(CNc2cc(c(cc2C(=O)O)S(=O)(=O)N)Cl)oc1.CCN(CC)CCO,61,BFSVOASYOCHEOV-UHFFFAOYSA-N,furosemide diethylaminoethanol,US Approved Rx,0,['NCATS']
2801,2801,CN1CC[C@@]23[C@@]4([H])CC[C@@]([H])([C@]2([H])Oc5c(ccc(C[C@]41[H])c53)O)O,61,IJVCSMSMFSCRME-KBQPJGBKSA-N,dihydromorphine,Possibly Marketed Outside US,0,['NCATS']
2802,2802,CC(=O)O[C@]([H])(CC(=O)[O-])C[N+](C)(C)C.C(C[C@@]([H])(C(=O)O)N)CNC(=N)N,61,HZYOZAVVADLHQI-AHNHOHETSA-N,acetyl-l-carnitine arginate,US Approved Rx,0,['NCATS']
2803,2803,CCCCc1cc2c(cc1OCc3ccccc3)[nH]cc(c2=O)C(=O)OC,61,NNOPDLNHPOLRRE-UHFFFAOYSA-N,nequinate,Possibly Marketed Outside US,0,['NCATS']
2804,2804,c1ccc2c(c1)/C(=C(\[H])/CCN3CCN(CC3)CCO)/c4cc(ccc4S2)C(F)(F)F,61,NJMYODHXAKYRHW-UHFFFAOYSA-N,"flupentixol, (z)-",Possibly Marketed Outside US,0,['NCATS']
2805,2805,COc1cc(C[C@@]2([H])c3cc(c(cc3CCN2)O)O)cc(c1OC)OC.Cl.O,61,NYRVBYLXLHGXDP-UTLKBRERSA-N,tretoquinol hydrochloride monohydrate,Possibly Marketed Outside US,0,['NCATS']
2806,2806,c1cc(cc(c1)NC(=Nc2cccc(c2)C3=NCCN3)O)C4=NCCN4.Cl.Cl,61,MLRXMTYSQKIKAK-UHFFFAOYSA-N,imidocarb hydrochloride,Possibly Marketed Outside US,0,['NCATS']
2808,2808,CC(=CC1C(C(=O)OC(C#N)c2cccc(c2)Oc3ccccc3)C1(C)C)C,61,FJDPATXIBIBRIM-UHFFFAOYSA-N,cyphenothrin,Possibly Marketed Outside US,0,['NCATS']
2809,2809,CC(=O)OCCN1CCN(CC/C(/[H])=C\2/c3ccccc3Sc4ccc(cc24)Cl)CC1,61,OXAUOBQMCDIVPQ-UHFFFAOYSA-N,zuclopenthixol acetate,Possibly Marketed Outside US,0,['NCATS']
2810,2810,CCN(c1ccccc1)C(=O)c2c(c3c(cccc3n(C)c2=O)Cl)O,61,GKWPCEFFIHSJOE-UHFFFAOYSA-N,laquinimod,Possibly Marketed Outside US,0,['NCATS']
2811,2811,CC(=Nc1ccc(cc1)S(=O)(=O)Nc2ccc(cc2)N(=O)=O)O,61,GWBPFRGXNGPPMF-UHFFFAOYSA-N,sulfanitran,Possibly Marketed Outside US,0,['NCATS']
2812,2812,[Na+].[Na+].[Na+].O=P([O-])([O-])[O-].O.O.O.O.O.O.O.O.O.O.O.O,61,ASTWEMOBIXQPPV-UHFFFAOYSA-K,"sodium phosphate, tribasic, dodecahydrate",US Approved Rx,0,['NCATS']
2813,2813,CS(=O)(=O)Nc1cc2c(cc1Oc3ccccc3)c(=O)c(co2)N=CO,61,ANMATWQYLIFGOK-UHFFFAOYSA-N,iguratimod,Possibly Marketed Outside US,0,['NCATS']
2814,2814,C[N+]12CCC(CC1)C(C2)OC(=O)C(C3=CC=CC=C3)(C4=CC=CC=C4)O,60,HOOSGZJRQIVJSZ-UHFFFAOYSA-N,clidinium,withdrawn,1,['WITHDRAWN']
2815,2815,CCN(CC)CC(=O)OCC(=O)C1(CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C)O,60,FWFVLWGEFDIZMJ-FOMYWIRZSA-N,hydrocortamate,withdrawn,1,"['WITHDRAWN', 'ChEMBL']"
2816,2816,CC(C)[N+](C)(CCC(C1=CC=CC=C1)(C2=CC=CC=C2)C(=O)N)C(C)C,60,JTPUMZTWMWIVPA-UHFFFAOYSA-O,isopropamide,withdrawn,1,"['WITHDRAWN', 'ChEMBL']"
2817,2817,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)COC(=O)C)O)C)O)F)C,60,AKUJBENLRBOFTD-RPRRAYFGSA-N,dexamethasone acetate,withdrawn,1,"['WITHDRAWN', 'ChEMBL']"
2818,2818,C1=CC=C(C=C1)CSCC2=NS(=O)(=O)C3=CC(=C(C=C3N2)Cl)S(=O)(=O)N,60,NDTSRXAMMQDVSW-UHFFFAOYSA-N,benzthiazide,withdrawn,1,"['WITHDRAWN', 'ChEMBL']"
2819,2819,CCN1C=C(C(=O)C2=CC(=C(N=C21)N3CC[NH2+]CC3)F)C(=O)[O-],60,IDYZIJYBMGIQMJ-UHFFFAOYSA-N,enoxacin,withdrawn,1,"['WITHDRAWN', 'ChEMBL', 'NCATS']"
2820,2820,CC1CC2C3CC(C4=CC(=O)C=CC4(C3C(CC2(C1(C(=O)COC(=O)C)O)C)O)C)F,60,HYRKAAMZBDSJFJ-LFDBJOOHSA-N,paramethasone acetate,withdrawn,1,"['WITHDRAWN', 'ChEMBL']"
2823,2823,O=C([O-])CCc1nc(-c2ccccc2)c(-c2ccccc2)o1.[K+],60,QTAQWNSMRSLSCG-UHFFFAOYSA-M,oxaprozin potassium,withdrawn,1,['ChEMBL']
2824,2824,c1cc(c(cc1[As]=[As]c2ccc(c(c2)NCOSO)O)N)[O-].[Na+],60,CXFGBOZIEIIEIH-UHFFFAOYSA-M,neoarsphenamine,US Previously Marketed,1,['NCATS']
2825,2825,C[C@]12C(=O)CC[C@@]3([H])[C@@]4([H])Cc5ccc(c(c5[C@]31CCN4C)O2)O,60,NPZXCTIHHUUEEJ-CMKMFDCUSA-N,metopon,US Previously Marketed,1,['NCATS']
2826,2826,CCCCCCCCCCCCCCCCCC(=O)[O-].CCCCCCCCCCCCCCCCCC(=O)[O-].[Mg+2],60,HQKMJHAJHXVSDF-UHFFFAOYSA-L,magnesium stearate,US Previously Marketed,1,['NCATS']
2827,2827,CC[C@@]([H])(C(C[C@]([H])(C)N(C)C)(c1ccccc1)c2ccccc2)O.Cl,60,GMNBUMFCZAZBQG-ZHXLSBKVSA-N,"alphamethadol hydrochloride, (-)-",US Previously Marketed,1,['NCATS']
2861,2861,Cn1cnc([N+](=O)[O-])c1Sc1ncnc2nc[n-]c12.[Na+],60,WISNYKIQFMKSDQ-UHFFFAOYSA-N,azathioprine sodium,approved,0,['ChEMBL']
2862,2862,COC(=O)[C@H]1[C@@H](c2ccc(I)cc2)C[C@@H]2CC[C@H]1N2CCCF,60,HXWLAJVUJSVENX-HZMVEIRTSA-N,ioflupane,approved,0,"['ChEMBL', 'NCATS']"
2863,2863,COc1cc(NC(C)CCCN)c2ncccc2c1.O=P(O)(O)O.O=P(O)(O)O,60,GJOHLWZHWQUKAU-UHFFFAOYSA-N,primaquine phosphate,approved,0,"['ChEMBL', 'NCATS']"
2864,2864,Cl.Fc1ccc([C@@H]2CCNC[C@H]2COc2ccc3c(c2)OCO3)cc1,60,GELRVIPPMNMYGS-RVXRQPKJSA-N,paroxetine hydrochloride,approved,0,['ChEMBL']
2865,2865,CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O.Cl.O,60,ZOMBFZRWMLIDPX-UHFFFAOYSA-N,doxapram hydrochloride,approved,0,['ChEMBL']
2866,2866,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2.Cl,60,XWAIAVWHZJNZQQ-UHFFFAOYSA-N,donepezil hydrochloride,approved,0,['ChEMBL']
2867,2867,CN(C)CCC(c1ccc(Br)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O,60,SRGKFVAASLQVBO-BTJKTKAUSA-N,brompheniramine maleate,approved,0,['ChEMBL']
2868,2868,CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O,60,DBAKFASWICGISY-BTJKTKAUSA-N,chlorpheniramine maleate,approved,0,['ChEMBL']
2869,2869,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5.Cl,60,XHILEZUETWRSHC-NRGUFEMZSA-N,hydromorphone hydrochloride,approved,0,['ChEMBL']
2870,2870,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,60,ZPUCINDJVBIVPJ-LJISPDSOSA-N,cocaine,approved,0,"['ChEMBL', 'NCATS']"
2871,2871,COC(=O)[C@H](c1ccccc1Cl)N1CCc2sccc2C1.O=S(=O)(O)O,60,FDEODCTUSIWGLK-RSAXXLAASA-N,clopidogrel bisulfate,approved,0,"['ChEMBL', 'NCATS']"
2872,2872,CC(=O)Oc1cc2c(s1)CCN(C(C(=O)C1CC1)c1ccccc1F)C2.Cl,60,JALHGCPDPSNJNY-UHFFFAOYSA-N,prasugrel hydrochloride,approved,0,['ChEMBL']
2873,2873,CC[N+](C)(C)Cc1ccccc1Br.Cc1ccc(S(=O)(=O)[O-])cc1,60,KVWNWTZZBKCOPM-UHFFFAOYSA-M,bretylium tosylate,approved,0,['ChEMBL']
2874,2874,Cl.OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1,60,JWEXHQAEWHKGCW-UHFFFAOYSA-N,nebivolol hydrochloride,approved,0,['ChEMBL']
2875,2875,Cl.OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1,60,WESWYMRNZNDGBX-UHFFFAOYSA-N,mefloquine hydrochloride,approved,0,['ChEMBL']
2876,2876,CC1(C)CCC(C)(C)c2cc(ccc21)NC(=O)c3ccc(cc3)C(=O)O,60,MUTNCGKQJGXKEM-UHFFFAOYSA-N,tamibarotene,Possibly Marketed Outside US,0,['NCATS']
2877,2877,Cn1cc(c2ccccc21)C(=O)[C@]3([H])CCc4c(C3)[nH]cn4.Cl,60,NTHPAPBPFQJABD-LLVKDONJSA-N,ramosetron hydrochloride,Possibly Marketed Outside US,0,['NCATS']
2878,2878,C[C@@]1([H])COc2c(c(cc3c2n1cc(c3=O)C(=O)O)F)C4(CC4)N,60,XAGMUUZPGZWTRP-ZETCQYMHSA-N,pazufloxacin,Possibly Marketed Outside US,0,['NCATS']
2879,2879,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[Fe+2].N#[O+].[Na+].[Na+],60,CWYNVVGOOAEACU-UHFFFAOYSA-N,sodium nitroprusside anhydrous,US Approved Rx,0,['NCATS']
2880,2880,CCCCC[C@@]([H])(/C(/[H])=C(\[H])/[C@]1([H])[C@@]([H])(C/C(/[H])=C(\[H])/CCCC(=O)O)C(=O)C[C@@]1([H])O)O,60,XEYBRNLFEZDVAW-DODZYUBVSA-N,5-trans-prostaglandin e2,US Approved Rx,0,['NCATS']
2881,2881,CN(Cc1c(cccc1N=C(c2ccccc2)O)Cl)CC(=O)N3CCOCC3.Cl,60,KSNNEUZOAFRTDS-UHFFFAOYSA-N,fominoben hydrochloride,Possibly Marketed Outside US,0,['NCATS']
2882,2882,C[C@]([H])(CSC(=O)[C@@]([H])(C)N=C(C1CCCCC1)O)C(=O)N2CCC[C@@]2([H])C(=O)O,60,QIJLJZOGPPQCOG-NFAWXSAZSA-N,moveltipril,US Approved Rx,0,['NCATS']
2883,2883,CCC1C(=NN=C(c2ccc(c(c2)OC)OC)c3cc(c(cc13)OC)OC)C,60,RUJBDQSFYCKFAA-UHFFFAOYSA-N,tofisopam,Possibly Marketed Outside US,0,['NCATS']
2884,2884,CN1[C@@]2([H])CC[C@]1([H])C[C@@]([H])(C2)OC(=O)C([H])(CO)c3ccccc3.B(O)(O)O,60,KDISQYRSELVNTQ-RIMUKSHESA-N,atropine borate,US Approved Rx,0,['NCATS']
2885,2885,c1cc(c(cc1[C@]2([H])[C@]([H])(Cc3c(cc(cc3O2)O)O)O)O)O,60,PFTAWBLQPZVEMU-DZGCQCFKSA-N,cianidanol,Possibly Marketed Outside US,0,['NCATS']
2886,2886,CC(C)(C)C(=O)OC1C(=Nc2ccc(cc2C(=N1)c3ccccc3Cl)Cl)O,60,JFOCMCPAFDDCKV-UHFFFAOYSA-N,lorazepam pivalate,US Approved Rx,0,['NCATS']
2887,2887,CC(C)(C)NCC(c1ccc(c(c1)CO)O)O.C(CCC(=O)O)CC(=O)O.CCO.CCO,60,IOIVZFGXQDBEKZ-UHFFFAOYSA-N,albuterol adipate diethanolate,US Approved Rx,0,['NCATS']
2888,2888,CCC(=O)C(CCN(C)C)(c1ccccc1)c2ccccc2.C(=O)(C(=O)O)O,60,INMNKGOTEWCRST-UHFFFAOYSA-N,normethadone oxalate,Possibly Marketed Outside US,0,['NCATS']
2889,2889,CC(=N[C@@]([H])(CS)C(=O)O)O.CC(=N[C@@]([H])(CS)C(=O)[O-])[O-].[Mg+2],60,CDIFCTOKYOUYOT-SCGRZTRASA-L,acetylcysteine magnesium,US Approved Rx,0,['NCATS']
2890,2890,C(CC(=O)c1ccc(cc1)F)CN2CCC(CC2)C(=O)c3ccc(cc3)F.Cl,60,BUPKTBMYUMORNV-UHFFFAOYSA-N,lenperone hydrochloride,Possibly Marketed Outside US,0,['NCATS']
2891,2891,c1cnc2cc3[C@@]4([H])C[C@@]([H])(CNC4)c3cc2n1.C(=O)(C(=O)O)O,60,JQSHBVHOMNKWFT-IUCAKERBSA-N,varenicline oxalate,US Approved Rx,0,['NCATS']
2892,2892,C/C(=C(\[H])/Cc1c(c2c(COC2=O)c(C)c1OC)O)/CCC(=O)OCCN3CCOCC3,60,RTGDFNSFWBGLEC-UHFFFAOYSA-N,"mycophenolate mofetil, (z)-",US Approved Rx,0,['NCATS']
2893,2893,CNS(=O)(=O)C[C@@]1([H])CC[C@@]([H])(CC1)N(C)c2c3cc[nH]c3ncn2,60,HJWLJNBZVZDLAQ-HAQNSBGRSA-N,oclacitinib,Possibly Marketed Outside US,0,['NCATS']
2894,2894,CCOC(=O)Oc1ccc(CCN=C([C@]([H])(CCSC)N=C(C)O)O)cc1OC(=O)OCC,60,ZLVMAMIPILWYHQ-INIZCTEOSA-N,docarpamine,Possibly Marketed Outside US,0,['NCATS']
2895,2895,CN1CCN(CC1)CC(=O)N2c3ccccc3C(=Nc4cccnc42)O.Cl.Cl,60,FFNMBRCFFADNAO-UHFFFAOYSA-N,pirenzepine hydrochloride,Possibly Marketed Outside US,0,['NCATS']
2896,2896,C[N+](C)(C)C[C@@]([H])(CC(=O)[O-])O.[C@@]([H])([C@]([H])(C(=O)O)O)(C(=O)O)O,60,FEWJPZIEWOKRBE-JCYAYHJZSA-L,levocarnitine monotartrate,US Approved Rx,0,['NCATS']
2897,2897,Cl(=O)(=O)(=O)[O-].Cl(=O)(=O)(=O)[O-].[Ni+2],60,VEQPNABPJHWNSG-UHFFFAOYSA-N,nickel perchlorate,US Approved Rx,0,['NCATS']
2898,2898,[Mg+2].[Mg+2].[Mg+2].O=P([O-])([O-])[O-].O=P([O-])([O-])[O-],60,GVALZJMUIHGIMD-UHFFFAOYSA-H,magnesium phosphate anhydrous,US Approved OTC,0,['NCATS']
2899,2899,C[C@@]12CCC(=O)C(=C2CC[C@@]3([H])[C@]4([H])CCC(=O)[C@@]4(C)CC[C@@]31[H])O,60,OSVMTWJCGUFAOD-KZQROQTASA-N,formestane,Possibly Marketed Outside US,0,['NCATS']
2900,2900,C[C@@]12CCC(=O)C=C2CC[C@@]3([H])[C@]4([H])CC[C@]([H])([C@@]4(C)CC[C@@]31[H])O,60,MUMGGOZAMZWBJJ-KZYORJDKSA-N,epitestosterone,Possibly Marketed Outside US,0,['NCATS']
2901,2901,CC(=O)Oc1cc2CN(CCc2s1)C(c3ccccc3F)C(=O)C4CC4.Br,60,AOMDYJTUFSZDBZ-UHFFFAOYSA-N,prasugrel hydrobromide,US Approved Rx,0,['NCATS']
2902,2902,CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=CC=C3)N)SC1)C(=O)O,59,FUBBGQLTSCSAON-PBFPGSCMSA-N,cephaloglycin,withdrawn,1,"['WITHDRAWN', 'ChEMBL', 'NCATS']"
2905,2905,C1=CC=C(C=C1)C(C#N)OC2C(C(C(C(O2)COC3C(C(C(C(O3)CO)O)O)O)O)O)O,59,XUCIJNAGGSZNQT-JHSLDZJXSA-N,amygdalin,withdrawn,1,['WITHDRAWN']
2908,2908,CCN1C(=CC=CC=Cc2sc3ccccc3[n+]2CC)Sc2ccccc21,59,FYXWDSGGZAMYFZ-UHFFFAOYSA-N,dithiazanine,withdrawn,1,['ChEMBL']
2909,2909,CC[N+](C)(CC)CCOC(=O)C1c2ccccc2Oc2ccccc21.[Br-],59,PQMWYJDJHJQZDE-UHFFFAOYSA-M,methantheline bromide,withdrawn,1,['ChEMBL']
2910,2910,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)Br,59,WTWWXOGTJWMJHI-UHFFFAOYSA-N,perflubron,withdrawn,1,"['ChEMBL', 'NCATS']"
2911,2911,C[C@@]1([H])[C@@]2([H])Cc3ccc(cc3[C@]1(C)CCN2CCc4ccccc4)O,59,ZQHYKVKNPWDQSL-KNXBSLHKSA-N,"phenazocine, (-)-",US Previously Marketed,1,['NCATS']
2912,2912,C[N+](C)(C)[C@@]1([H])CC[C@@]([H])(CC1)C(c2cccs2)(c3cccs3)O,59,IQNYMKGOIMQKHA-SHTZXODSSA-N,methyl thihexinolium,US Previously Marketed,1,['NCATS']
2913,2913,CC(=NS(=O)(=O)c1cc(ccc1S(=O)(=O)c2ccc(cc2)N)N)O,59,RAMPGXSXWLFXFU-UHFFFAOYSA-N,acetosulfone,US Previously Marketed,1,['NCATS']
2914,2914,Cc1ccc(cc1)/C(=C(/[H])\CN2CCCC2)/c3cccc(/C(/[H])=C(\[H])/C(=O)O)n3,59,PWACSDKDOHSSQD-UHFFFAOYSA-N,acrivastine,US Previously Marketed,1,['NCATS']
2915,2915,C[N+]1(C)[C@@]2([H])CC[C@]1([H])C[C@@]([H])(C2)OC(=O)C([H])(CO)c3ccccc3,59,MIYYCIZRGMLXFT-KNCRFDSUSA-N,methylatropinium,US Previously Marketed,1,['NCATS']
2916,2916,COc1cc(c(cc1S(=O)(=O)O)C(=O)c2ccccc2)[O-].[Na+],59,CXVGEDCSTKKODG-UHFFFAOYSA-M,benzophenone-5,US Previously Marketed,1,['NCATS']
2917,2917,CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc3ccccc31)C(C)C,59,VVWYOYDLCMFIEM-UHFFFAOYSA-N,propantheline,US Previously Marketed,1,['NCATS']
2918,2918,C[N+]1(CCCC1)CCC(c2ccccc2)(C3CCCCC3)O.COS(=O)(=O)[O-],59,FRBBPWXCRBHYJQ-UHFFFAOYSA-N,tricyclamol methosulfate,US Previously Marketed,1,['NCATS']
2919,2919,c1c(cc(c(c1N(=O)=O)O)N(=O)=O)N(=O)=O.N,59,OXNIZHLAWKMVMX-UHFFFAOYSA-N,ammonium picrate,US Previously Marketed,1,['NCATS']
2920,2920,c1ccccc1.c1ccccc1.B(O)(O)[O-].[HgH+].[HgH+].[OH-],59,KSLZNQGTDXQZLL-UHFFFAOYSA-M,phenylmercuric borate,US Previously Marketed,1,['NCATS']
2921,2921,CN(C)CC/C(/[H])=C\1/c2ccccc2Sc3ccc(cc13)Cl.CC(C(=O)O)O,59,ADFVBGPZUBEEQW-UHFFFAOYSA-N,chlorprothixene lactate,US Previously Marketed,1,['NCATS']
2943,2943,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1,59,IDBPHNDTYPBSNI-UHFFFAOYSA-N,alfentanil,approved,0,"['ChEMBL', 'NCATS']"
2944,2944,CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)nc(N)[nH]c21.Cl,59,ZCDDBUOENGJMLV-QRPNPIFTSA-N,valacyclovir hydrochloride,approved,0,['ChEMBL']
2945,2945,Brc1c(NC2=NCCN2)ccc2nccnc12.O=C(O)C(O)C(O)C(=O)O,59,QZHBYNSSDLTCRG-UHFFFAOYSA-N,brimonidine tartrate,approved,0,['ChEMBL']
2946,2946,COCCCC/C(=N\OCCN)c1ccc(C(F)(F)F)cc1.O=C(O)/C=C\C(=O)O,59,LFMYNZPAVPMEGP-PIDGMYBPSA-N,fluvoxamine maleate,approved,0,['ChEMBL']
2947,2947,CC(=O)O.O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,59,RKXNZRPQSOPPRN-UHFFFAOYSA-N,flecainide acetate,approved,0,['ChEMBL']
2948,2948,CCOC(=O)[C@]([H])(C[S-])NCC[N-][C@@]([H])(C[S-])C(=O)OCC.[O-2].[Tc],59,GKLVYJBZJHMRIY-UHFFFAOYSA-N,technetium tc-99m bicisate,US Approved Rx,0,['NCATS']
2949,2949,COc1cc(c(cc1C(=NC2CCN(CC2)Cc3ccccc3)O)Cl)N.Cl.O,59,BVPWJMCABCPUQY-UHFFFAOYSA-N,clebopride hydrochloride monohydrate,Possibly Marketed Outside US,0,['NCATS']
2950,2950,CCOc1cc(c(cc1C(=NCC2CN(CCO2)Cc3ccc(cc3)F)O)Cl)N,59,YPELFRMCRYSPKZ-UHFFFAOYSA-N,mosapride,Possibly Marketed Outside US,0,['NCATS']
2951,2951,Cc1c2cn(C)ccc2c(C)c3c1c4cc(ccc4[nH+]3)O,59,YZQRAQOSAPWELU-UHFFFAOYSA-N,elliptinium,Possibly Marketed Outside US,0,['NCATS']
2952,2952,CN(C)c1ccc2c(c1)[s+]c3cc(ccc3n2)N(C)C.[Cl-].O,59,RBTBFTRPCNLSDE-UHFFFAOYSA-N,methylene blue monohydrate,US Approved Rx,0,"['ChEMBL', 'NCATS']"
2953,2953,C#Cc1cccc(c1)Nc2c3cc4c(cc3ncn2)OCCOCCOCCO4,59,QQLKULDARVNMAL-UHFFFAOYSA-N,icotinib,Possibly Marketed Outside US,0,['NCATS']
2954,2954,Cc1ccc(cc1)C(=O)Oc2ccc(cc2)C(CN(C)C)C3(CCCCC3)O,59,QKYBZJLEMOZFFU-UHFFFAOYSA-N,toludesvenlafaxine,US Approved Rx,0,['NCATS']
2955,2955,c1ccc2c(c1)N(CCCN3CCC4(CC3)N=C(CS4)O)c5cc(ccc5S2)Cl,59,CFOYBMUYCBSDAL-UHFFFAOYSA-N,spiclomazine,Possibly Marketed Outside US,0,['NCATS']
2956,2956,CC(C)COC[C@@]([H])(CN(Cc1ccccc1)c2ccccc2)N3CCCC3.Cl,59,JXBBWYGMTNAYNM-GJFSDDNBSA-N,"bepridil hydrochloride anhydrous, (r)-",Possibly Marketed Outside US,0,['NCATS']
2957,2957,Cc1ccsc1C(=CCCN2CCC[C@]([H])(C2)C(=O)O)c3c(C)ccs3.Cl.O,59,KOZCGZMZXXVHCF-GGMCWBHBSA-N,tiagabine hydrochloride monohydrate,US Approved Rx,0,['NCATS']
2958,2958,Cn1c(cc(=O)n(C)c1=O)NCCCN2CCN(CC2)c3ccccc3OC.Cl,59,ICMGLRUYEQNHPF-UHFFFAOYSA-N,urapidil hydrochloride,Possibly Marketed Outside US,0,['NCATS']
2959,2959,COc1cc(CO)c(-c2c(cc(c3c2OCO3)OC)C(=O)OC)c4c1OCO4,59,KXMTXZACPVCDMH-UHFFFAOYSA-N,bicyclol,Possibly Marketed Outside US,0,['NCATS']
2960,2960,Cc1c(C)nc(Nc2ccc(cc2)F)nc1N3CCc4ccccc4C3C,59,LECZXZOBEZITCL-UHFFFAOYSA-N,revaprazan,Possibly Marketed Outside US,0,['NCATS']
2961,2961,CNC[C@@]([H])([C@]([H])([C@@]([H])([C@@]([H])(CO)O)O)O)O.c1cc(cnc1)C(=O)O,59,JTSMZNJRRZKHNI-LJTMIZJLSA-N,niacin meglumine,US Approved Rx,0,['NCATS']
2962,2962,C[C@]([H])(Cc1ccc(cc1)O)NC[C@@]([H])(c2cc(cc(c2)O)O)O.Cl,59,HNINVRLEFUPHLU-NRNQBQMASA-N,fenoterol hydrochloride,Possibly Marketed Outside US,0,['NCATS']
2963,2963,C(CC(=O)c1ccc(cc1)F)CN2CCC(CC2)(c3ccc(cc3)Cl)O.Cl,59,JMRYYMBDXNZQMH-UHFFFAOYSA-N,haloperidol hydrochloride,US Approved Rx,0,['NCATS']
2964,2964,COc1cc(C[C@@]2([H])c3cc(c(cc3CCN2)O)O)cc(c1OC)OC.Cl,59,RGVPOXRFEPSFGH-AWEZNQCLSA-N,tretoquinol hydrochloride anhydrous,Possibly Marketed Outside US,0,['NCATS']
2965,2965,CCN(CC)CCn1c2ccccc2nc(Cc3ccc(cc3)OC)c1=O,59,MSPRUJDUTKRMLM-UHFFFAOYSA-N,caroverine,Possibly Marketed Outside US,0,['NCATS']
2966,2966,CCN(CC)CCOc1ccc2-c3ccc(cc3C(=O)c2c1)OCCN(CC)CC,59,MPMFCABZENCRHV-UHFFFAOYSA-N,tilorone,Possibly Marketed Outside US,0,['NCATS']
2967,2967,CC/1=C(CC(=O)O)c2cc(ccc2\C1=C(/[H])\c3ccc(cc3)S(=O)C)F,59,MLKXDPUZXIRXEP-UHFFFAOYSA-N,"sulindac, trans-",US Approved Rx,0,['NCATS']
2968,2968,c1ccc2c(c1)nc3-c(cc(=O)c4c3c(cc(C(=O)O)n4)O)o2,59,OKPNYGAWTYOBFZ-UHFFFAOYSA-N,pirenoxine,Possibly Marketed Outside US,0,['NCATS']
2969,2969,CC1CCc2c3c(cc(c2N4CCC(CC4)O)F)c(=O)c(cn13)C(=O)O,59,JYJTVFIEFKZWCJ-UHFFFAOYSA-N,nadifloxacin,Possibly Marketed Outside US,0,['NCATS']
2970,2970,CC(=O)C[C@@]([H])(c1ccccc1)c2c(c3ccccc3oc2=O)O,59,PJVWKTKQMONHTI-HNNXBMFYSA-N,"warfarin, (s)-",Possibly Marketed Outside US,0,['NCATS']
2971,2971,CC(C)N(CC[C@]([H])(c1ccccc1)c2cc(C)ccc2O)C(C)C.Cl,59,FSUOGWPKKKHHHM-VEIFNGETSA-N,tolterodine hydrochloride,US Approved Rx,0,['NCATS']
2972,2972,c1cc(c(cc1F)F)C(Cn2cncn2)(Cn3cncn3)OP(=O)(O)O,59,GHJWNRRCRIGGIO-UHFFFAOYSA-N,fosfluconazole,US Approved Rx,0,['NCATS']
2973,2973,c1cc(CNc2cc(c(cc2C(=O)[O-])S(=O)(=O)N)Cl)oc1.[Na+],59,DLFCAVBMDSKMEY-UHFFFAOYSA-M,furosemide sodium,US Approved Rx,0,['NCATS']
2974,2974,Cn1c2c(c(=O)n(C)c1=O)n(CC(=O)O)cn2.CC(CCCC(C)(C)O)N,59,DWOMKMOQZYKZKX-UHFFFAOYSA-N,acefylline heptaminol,Possibly Marketed Outside US,0,['NCATS']
2975,2975,CCOC(=O)N1CCC(=C2c3ccc(cc3CCc4cccnc42)Cl)CC1.Cl,59,DUWMKTXPAFUTGI-UHFFFAOYSA-N,loratadine hydrochloride,US Approved Rx,0,['NCATS']
2976,2976,COc1ccc(cc1OC)-c2cc(=O)c3c(cc(c(c3O)OC)O)o2,59,DRRWBCNQOKKKOL-UHFFFAOYSA-N,eupatilin,Possibly Marketed Outside US,0,['NCATS']
